SCHOOL,SCHOOL NAME,ATTD DATE,%ATTD
08X302,M.S. 302 LUISA DESSUS CRUZ,6/05/2023,91.62
08X304,P.S. 304 EARLY CHILDHOOD SCHOOL,6/05/2023,89.51
08X312,MILLENNIUM ART ACADEMY,6/05/2023,72.03
08X320,PELHAM LAB HIGH SCHOOL,6/05/2023,77.77
08X333,THE LONGWOOD ACADEMY OF DISCOVERY,6/05/2023,89.21
08X337,THE SCHOOL FOR INQUIRY AND SOCIAL JUSTICE,6/05/2023,95.38
08X348,SCHUYLERVILLE PREPARATORY HIGH SCHOOL,6/05/2023,66.30
08X349,BRONX RIVER HIGH SCHOOL,6/05/2023,62.87
08X367,"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOG",6/05/2023,86.33
08X371,URBAN INSTITUTE OF MATHEMATICS,6/05/2023,90.00
08X375,THE BRONX MATHEMATICS PREPARATORY SCHOOL,6/05/2023,85.79
08X376,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOA,6/05/2023,83.90
08X377,BRONX COMMUNITY HIGH SCHOOL,6/05/2023,52.38
08X392,BRONX DELTA SCHOOL,6/05/2023,89.74
08X405,HERBERT H. LEHMAN HIGH SCHOOL,6/05/2023,74.57
08X424,BRONX ACADEMY FOR MULTI MEDIA,6/05/2023,89.35
08X432,BRONX BRIDGES HIGH SCHOOL,6/05/2023,84.95
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,6/05/2023,84.07
08X452,GOTHAM COLLABORATIVE HIGH SCHOOL,6/05/2023,49.69
08X467,MOTT HALL COMMUNITY SCHOOL,6/05/2023,83.33
08X530,LONGWOOD PREPARATORY ACADEMY,6/05/2023,76.92
08X537,BRONX ARENA HIGH SCHOOL,6/05/2023,35.55
08X558,WESTCHESTER SQUARE ACADEMY,6/05/2023,82.89
08X561,BRONX COMPASS HIGH SCHOOL,6/05/2023,79.10
08X562,PUGSLEY PREPARATORY ACADEMY,6/05/2023,88.73
08X583,P.S. 583,6/05/2023,92.09
09X004,P.S. M.S. 004 CROTONA PARK WEST,6/05/2023,85.02
09X011,P.S. 011 HIGHBRIDGE,6/05/2023,90.90
09X022,J.H.S. 022 JORDAN L. MOTT,6/05/2023,84.66
09X028,P.S. 028 MOUNT HOPE,6/05/2023,84.24
09X035,P.S. 035 FRANZ SIEGEL,6/05/2023,89.71
09X042,P.S. 042 CLAREMONT,6/05/2023,89.18
09X053,P.S. 053 BASHEER QUISIM,6/05/2023,87.33
09X055,P.S. 055 BENJAMIN FRANKLIN,6/05/2023,88.50
09X058,P.S. 058,6/05/2023,90.98
09X063,P.S. 063 AUTHOR S ACADEMY,6/05/2023,89.27
09X070,P.S. 070 MAX SCHOENFELD,6/05/2023,89.45
09X073,P.S. 073 BRONX,6/05/2023,91.56
09X088,P.S. X088   S. SILVERSTEIN LITTLE SPARROW SCHOOL,6/05/2023,94.17
09X109,P.S. 109 SEDGWICK,6/05/2023,90.20
09X110,P.S. 110 THEODORE SCHOENFELD,6/05/2023,91.38
09X114,P.S. X114   LUIS LLORENS TORRES SCHOOLS,6/05/2023,90.85
09X117,I.S. 117 JOSEPH H. WADE,6/05/2023,87.26
09X126,P.S. 126 DR MARJORIE H DUNBAR,6/05/2023,87.83
09X128,MOTT HALL III,6/05/2023,87.86
09X132,P.S. 132 GARRET A. MORGAN,6/05/2023,91.25
09X163,P.S. 163 ARTHUR A. SCHOMBURG,6/05/2023,85.76
09X170,P.S. 170,6/05/2023,88.75
09X199,P.S. 199X   THE SHAKESPEARE SCHOOL,6/05/2023,87.24
09X204,P.S. 204 MORRIS HEIGHTS,6/05/2023,87.29
09X215,KAPPA,6/05/2023,88.34
09X218,P.S. I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNE,6/05/2023,87.07
09X219,I.S. 219 NEW VENTURE SCHOOL,6/05/2023,88.67
09X227,BRONX COLLEGIATE ACADEMY,6/05/2023,84.08
09X229,I.S. 229 ROLAND PATTERSON,6/05/2023,84.57
09X231,EAGLE ACADEMY FOR YOUNG MEN,6/05/2023,80.96
09X232,I.S. 232,6/05/2023,92.07
09X236,P.S. 236 LANGSTON HUGHES,6/05/2023,87.30
09X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,6/05/2023,83.71
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOA,6/05/2023,75.06
09X252,MOTT HALL BRONX HIGH SCHOOL,6/05/2023,82.56
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,6/05/2023,88.63
09X263,VALIDUS PREPARATORY ACADEMY,6/05/2023,81.43
09X274,THE NEW AMERICAN ACADEMY AT ROBERTO CLEMENTE STATE,6/05/2023,84.59
09X294,THE WALTON AVENUE SCHOOL,6/05/2023,88.46
09X297,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,6/05/2023,79.36
09X303,I.S. X303 LEADERSHIP   COMMUNITY SERVICE,6/05/2023,90.15
09X311,LUCERO ELEMENTARY SCHOOL,6/05/2023,87.84
09X313,I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT,6/05/2023,87.92
09X323,BRONX WRITING ACADEMY,6/05/2023,91.26
09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING   LEARNIN,6/05/2023,82.76
09X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,6/05/2023,80.90
09X328,NEW MILLENNIUM BRONX ACADEMY OF THE ARTS,6/05/2023,92.68
09X329,DREAMYARD PREPARATORY SCHOOL,6/05/2023,77.56
09X339,I.S. 339,6/05/2023,90.67
09X350,NEW DIRECTIONS SECONDARY SCHOOL,6/05/2023,67.88
09X361,THE HIGHBRIDGE GREEN SCHOOL,6/05/2023,89.00
09X365,ACADEMY FOR LANGUAGE AND TECHNOLOGY,6/05/2023,87.60
09X403,BRONX INTERNATIONAL HIGH SCHOOL,6/05/2023,72.63
09X404,SCHOOL FOR EXCELLENCE,6/05/2023,66.98
09X412,BRONX HIGH SCHOOL OF BUSINESS,6/05/2023,76.38
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,6/05/2023,92.59
09X443,THE FAMILY SCHOOL,6/05/2023,88.70
09X449,GRANT AVENUE ELEMENTARY SCHOOL,6/05/2023,89.13
09X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,6/05/2023,87.83
09X457,SHERIDAN ACADEMY FOR YOUNG LEADERS,6/05/2023,90.82
09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",6/05/2023,91.58
09X517,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,6/05/2023,65.65
09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,6/05/2023,73.89
09X543,HIGH SCHOOL FOR VIOLIN AND DANCE,6/05/2023,70.83
09X555,MOUNT EDEN CHILDREN S ACADEMY,6/05/2023,90.90
09X564,CLAREMONT INTERNATIONAL HS,6/05/2023,80.70
09X568,YOUNG WOMEN S LEADERSHIP SCHOOL OF THE BRONX,6/05/2023,77.04
09X582,GARDEN OF LEARNING AND DISCOVERY PRE K CENTER,6/05/2023,80.16
09X593,SOUTH BRONX INTERNATIONAL MIDDLE SCHOOL,6/05/2023,97.19
09X594,NEW PATHWAYS ACADEMY,6/05/2023,81.72
10X003,P.S. 3 RAUL JULIA MICRO SOCIETY,6/05/2023,89.64
10X007,MILTON FEIN SCHOOL,6/05/2023,93.81
10X008,P.S. 008 ISAAC VARIAN,6/05/2023,87.97
10X009,P.S. 9 RYER AVENUE ELEMENTARY SCHOOL,6/05/2023,91.00
10X015,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,6/05/2023,92.66
10X020,"PS MS 20 P.O.GEORGE J. WERDANN, III",6/05/2023,90.37
10X023,P.S. 023 THE NEW CHILDREN S SCHOOL,6/05/2023,88.55
10X024,P.S. 024 SPUYTEN DUYVIL,6/05/2023,95.08
10X032,P.S. 032 BELMONT,6/05/2023,88.71
10X033,P.S. 033 TIMOTHY DWIGHT,6/05/2023,84.59
10X037,P.S. X037   MULTIPLE INTELLIGENCE SCHOOL,6/05/2023,91.28
10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,6/05/2023,100.00
10X046,P.S. 046 EDGAR ALLAN POE,6/05/2023,91.83
10X051,THE BRONX STEM AND ARTS ACADEMY,6/05/2023,87.33
10X054,P.S. I.S. 54,6/05/2023,88.88
10X056,P.S. 056 NORWOOD HEIGHTS,6/05/2023,91.19
10X059,P.S. 059 THE COMMUNITY SCHOOL OF TECHNOLOGY,6/05/2023,89.10
10X077,BEDFORD PARK ELEMENTARY SCHOOL,6/05/2023,89.89
10X080,J.H.S. 080 THE MOSHOLU PARKWAY,6/05/2023,86.96
10X081,P.S. 081 ROBERT J. CHRISTEN,6/05/2023,93.43
10X085,P.S. 085 GREAT EXPECTATIONS,6/05/2023,90.44
10X086,P.S. 086 KINGSBRIDGE HEIGHTS,6/05/2023,90.90
10X091,P.S. 091 BRONX,6/05/2023,90.17
10X094,P.S. 094 KINGS COLLEGE SCHOOL,6/05/2023,90.04
10X095,P.S. 095 SHEILA MENCHER,6/05/2023,91.35
10X118,J.H.S. 118 WILLIAM W. NILES,6/05/2023,87.32
10X141,RIVERDALE   KINGSBRIDGE ACADEMY  MIDDLE SCHOOL   H,6/05/2023,86.59
10X159,P.S. 159 LUIS MUNOZ MARIN BILING,6/05/2023,93.46
10X205,P.S. 205 FIORELLO LAGUARDIA,6/05/2023,90.08
10X206,I.S. 206 ANN MERSEREAU,6/05/2023,93.26
10X207,P.S. 207,6/05/2023,91.74
10X209,P.S. 209,6/05/2023,92.73
10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,6/05/2023,80.84
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,6/05/2023,69.72
10X226,P.S. 226,6/05/2023,92.94
10X228,JONAS BRONCK ACADEMY,6/05/2023,94.38
10X237,"THE MARIE CURIE SCHOOL FOR MEDICINE, NURSING, AND",6/05/2023,73.66
10X243,WEST BRONX ACADEMY FOR THE FUTURE,6/05/2023,83.28
10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,6/05/2023,89.17
10X246,P.S. 246 POE CENTER,6/05/2023,NS
10X254,I.S. 254,6/05/2023,90.70
10X264,BRONX ACADEMY FOR SOFTWARE ENGINEERING  BASE,6/05/2023,77.44
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,6/05/2023,85.71
10X279,"P.S. 279 CAPTAIN MANUEL RIVERA, JR.",6/05/2023,94.59
10X280,P.S. M.S. 280 MOSHOLU PARKWAY,6/05/2023,91.00
10X284,BRONX SCHOOL OF LAW AND FINANCE,6/05/2023,81.15
10X291,P.S. 291,6/05/2023,92.54
10X306,P.S. 306,6/05/2023,90.95
10X307,LUISA PINEIRO FUENTES SCHOOL OF SCIENCE AND DISCOV,6/05/2023,91.48
10X308,BRONX DANCE ACADEMY SCHOOL,6/05/2023,86.66
10X310,P.S. 310 MARBLE HILL,6/05/2023,92.27
10X315,P.S. 315 LAB SCHOOL,6/05/2023,94.81
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,6/05/2023,36.95
10X331,THE BRONX SCHOOL OF YOUNG LEADERS,6/05/2023,91.48
10X340,P.S. 340,6/05/2023,86.76
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,6/05/2023,82.05
10X344,AMPARK NEIGHBORHOOD,6/05/2023,90.52
10X351,BRONX COLLABORATIVE HIGH SCHOOL,6/05/2023,64.56
10X353,WORLD VIEW HIGH SCHOOL,6/05/2023,90.16
10X360,P.S. 360,6/05/2023,89.27
10X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,6/05/2023,89.46
10X368,IN TECH ACADEMY  M.S.   HIGH SCHOOL 368,6/05/2023,89.89
10X374,KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIO,6/05/2023,85.56
10X382,"ELEMENTARY SCHOOL FOR MATH, SCIENCE, AND TECHNOLOG",6/05/2023,92.00
10X386,SCHOOL FOR ENVIRONMENTAL CITIZENSHIP,6/05/2023,92.37
10X390,M.S. 390,6/05/2023,91.18
10X391,THE ANGELO PATRI MIDDLE SCHOOL,6/05/2023,87.17
10X396,P.S. 396,6/05/2023,90.99
10X397,ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPPOR,6/05/2023,78.07
10X433,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,6/05/2023,90.71
10X434,BELMONT PREPARATORY HIGH SCHOOL,6/05/2023,78.48
10X437,FORDHAM HIGH SCHOOL FOR THE ARTS,6/05/2023,80.92
10X438,FORDHAM LEADERSHIP ACADEMY,6/05/2023,88.39
10X439,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,6/05/2023,80.54
10X440,DEWITT CLINTON HIGH SCHOOL,6/05/2023,78.19
10X442,"CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE",6/05/2023,90.60
10X445,THE BRONX HIGH SCHOOL OF SCIENCE,6/05/2023,95.94
10X447,CRESTON ACADEMY,6/05/2023,90.27
10X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,6/05/2023,91.34
10X524,CROTONA INTERNATIONAL HIGH SCHOOL,6/05/2023,78.43
10X535,ROSE HILL PRE K CENTER,6/05/2023,87.13
10X546,BRONX THEATRE HIGH SCHOOL,6/05/2023,77.52
10X549,DISCOVERY HIGH SCHOOL,6/05/2023,NS
10X565,HIGH SCHOOL FOR ENERGY AND TECHNOLOGY,6/05/2023,70.17
10X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,6/05/2023,95.41
11X016,P.S. 016 WAKEFIELD,6/05/2023,90.28
11X019,P.S. 019 JUDITH K. WEISS,6/05/2023,94.17
11X021,P.S. 021 PHILIP H. SHERIDAN,6/05/2023,86.11
11X041,P.S. 041 GUN HILL ROAD,6/05/2023,86.71
11X068,P.S. 068 BRONX,6/05/2023,92.22
11X076,P.S. 076 THE BENNINGTON SCHOOL,6/05/2023,90.64
11X078,P.S. 078 ANNE HUTCHINSON,6/05/2023,86.80
11X083,P.S. 083 DONALD HERTZ,6/05/2023,94.09
11X087,P.S. 087 BRONX,6/05/2023,88.65
11X089,P.S. 089 BRONX,6/05/2023,88.64
11X096,P.S. 096 RICHARD RODGERS,6/05/2023,94.17
11X097,P.S. 097 BRONX,6/05/2023,91.18
11X103,P.S. 103 HECTOR FONTANEZ,6/05/2023,91.48
11X105,P.S. 105 SEN ABRAHAM BERNSTEIN,6/05/2023,91.65
11X106,P.S. 106 PARKCHESTER,6/05/2023,90.58
11X108,P.S. 108 PHILIP J. ABINANTI,6/05/2023,96.92
11X111,P.S. 111 SETON FALLS,6/05/2023,88.71
11X112,P.S. 112 BRONXWOOD,6/05/2023,87.81
11X121,P.S. 121 THROOP,6/05/2023,88.68
11X127,J.H.S. 127 THE CASTLE HILL,6/05/2023,89.48
11X144,J.H.S. 144 MICHELANGELO,6/05/2023,91.37
11X153,P.S. 153 HELEN KELLER,6/05/2023,92.02
11X160,P.S. 160 WALT DISNEY,6/05/2023,90.41
11X169,BAYCHESTER ACADEMY,6/05/2023,92.67
11X175,P.S. 175 CITY ISLAND,6/05/2023,93.00
11X178,P.S. 178   DR. SELMAN WAKSMAN,6/05/2023,92.44
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,6/05/2023,91.29
11X181,I.S. 181 PABLO CASALS,6/05/2023,94.02
11X189,CORNERSTONE ACADEMY FOR SOCIAL ACTION,6/05/2023,86.42
11X194,P.S. M.S. 194,6/05/2023,92.30
11X249,BRONX HEALTH SCIENCES HIGH SCHOOL,6/05/2023,83.09
11X253,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION AR,6/05/2023,63.69
11X265,BRONX LAB SCHOOL,6/05/2023,77.68
11X270,ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A CO,6/05/2023,83.28
11X275,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,6/05/2023,74.23
11X287,NORTH BRONX SCHOOL OF EMPOWERMENT,6/05/2023,84.26
11X288,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,6/05/2023,81.75
11X290,BRONX ACADEMY OF HEALTH CAREERS,6/05/2023,75.07
11X299,ASTOR COLLEGIATE ACADEMY,6/05/2023,78.44
11X326,BRONX GREEN MIDDLE SCHOOL,6/05/2023,90.85
11X355,BRONX ALLIANCE MIDDLE SCHOOL,6/05/2023,94.47
11X357,YOUNG VOICES ACADEMY OF THE BRONX,6/05/2023,90.08
11X370,LEADERS OF TOMORROW,6/05/2023,90.79
11X418,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,6/05/2023,62.31
11X455,HARRY S TRUMAN HIGH SCHOOL,6/05/2023,73.13
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOO,6/05/2023,93.97
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEME,6/05/2023,91.42
11X481,THE STEAM BRIDGE SCHOOL,6/05/2023,91.07
11X483,THE MATILDA AVENUE SCHOOL,6/05/2023,92.16
11X498,P.S. M.S. 11X498   VAN NEST ACADEMY,6/05/2023,92.78
11X508,BRONXDALE HIGH SCHOOL,6/05/2023,81.47
11X509,HIGH SCHOOL OF LANGUAGE AND INNOVATION,6/05/2023,90.80
11X513,NEW WORLD HIGH SCHOOL,6/05/2023,86.18
11X514,THE BRONXWOOD PREPARATORY ACADEMY,6/05/2023,74.44
11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD,6/05/2023,92.21
11X532,BAYCHESTER MIDDLE SCHOOL,6/05/2023,90.20
11X542,PELHAM PREPARATORY ACADEMY,6/05/2023,74.94
11X544,HIGH SCHOOL FOR CONTEMPORARY ARTS,6/05/2023,60.82
11X545,BRONX AEROSPACE HIGH SCHOOL,6/05/2023,69.42
11X556,BRONX PARK MIDDLE SCHOOL,6/05/2023,89.21
11X566,PELHAM GARDENS MIDDLE SCHOOL,6/05/2023,82.27
11X567,LINDEN TREE ELEMENTARY SCHOOL,6/05/2023,90.37
12X006,P.S. 006 WEST FARMS,6/05/2023,86.72
12X044,P.S. 044 DAVID C. FARRAGUT,6/05/2023,90.90
12X047,P.S. 047 JOHN RANDOLPH,6/05/2023,91.42
12X057,P.S. 057 CRESCENT,6/05/2023,90.12
12X061,P.S. 061 FRANCISCO OLLER,6/05/2023,90.83
12X066,P.S. 066 SCHOOL OF HIGHER EXPECTATIONS,6/05/2023,88.18
12X067,P.S. 067 MOHEGAN SCHOOL,6/05/2023,90.61
12X098,J.H.S. 098 HERMAN RIDDER,6/05/2023,88.72
12X129,M.S. 129 ACADEMY FOR INDEPENDENT LEARNING AND LEAD,6/05/2023,92.49
12X134,P.S. 134 GEORGE F. BRISTOW,6/05/2023,85.64
12X150,P.S. 150 CHARLES JAMES FOX,6/05/2023,85.06
12X190,E.S.M.T  I.S. 190,6/05/2023,91.07
12X195,P.S. 195,6/05/2023,89.04
12X196,P.S. 196,6/05/2023,90.42
12X211,P.S. 211,6/05/2023,94.94
12X214,P.S. 214,6/05/2023,84.21
12X217,SCHOOL OF PERFORMING ARTS,6/05/2023,86.93
12X242,MOTT HALL V,6/05/2023,90.96
12X248,"METROPOLITAN HIGH SCHOOL, THE",6/05/2023,75.47
12X251,EXPLORATIONS ACADEMY H.S.,6/05/2023,82.51
12X267,BRONX LATIN,6/05/2023,88.04
12X271,EAST BRONX ACADEMY FOR THE FUTURE,6/05/2023,84.43
12X273,FREDERICK DOUGLASS ACADEMY V. MIDDLE SCHOOL,6/05/2023,92.20
12X286,FANNIE LOU HAMER MIDDLE SCHOOL,6/05/2023,83.71
12X300,THE SCHOOL OF SCIENCE AND APPLIED LEARNING,6/05/2023,88.88
12X314,FAIRMONT NEIGHBORHOOD SCHOOL,6/05/2023,85.58
12X316,KAPPA III,6/05/2023,91.78
12X318,"I.S. X318 MATH, SCIENCE   TECHNOLOGY THROUGH ARTS",6/05/2023,91.26
12X341,ACCION ACADEMY,6/05/2023,86.61
12X383,EMOLIOR ACADEMY,6/05/2023,93.68
12X388,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,6/05/2023,78.82
12X446,ARTURO A. SCHOMBURG SATELLITE ACADEMY BRONX,6/05/2023,50.31
12X458,SAMARA COMMUNITY SCHOOL,6/05/2023,92.97
12X463,URBAN SCHOLARS COMMUNITY SCHOOL,6/05/2023,89.22
12X478,THE CINEMA SCHOOL,6/05/2023,80.81
12X479,BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL,6/05/2023,76.40
12X480,BRONX REGIONAL HIGH SCHOOL,6/05/2023,26.95
12X511,BRONX ENVISION ACADEMY,6/05/2023,79.46
12X521,THE METROPOLITAN SOUNDVIEW HIGH SCHOOL,6/05/2023,83.42
12X531,ARCHER ELEMENTARY SCHOOL,6/05/2023,90.73
12X536,P.S. 536,6/05/2023,92.05
12X550,HIGH SCHOOL OF WORLD CULTURES,6/05/2023,67.96
12X595,P.S. 595,6/05/2023,85.37
12X626,CULTIVATING HEARTS AND MINDS PRE K CENTER,6/05/2023,73.87
12X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,6/05/2023,70.25
12X684,WINGS ACADEMY,6/05/2023,79.31
12X691,BRONX LITTLE SCHOOL,6/05/2023,90.88
13K003,P.S. 003 THE BEDFORD VILLAGE,6/05/2023,88.64
13K008,THE EMILY WARREN ROEBLING SCHOOL,6/05/2023,96.86
13K009,PUBLIC SCHOOL 9 THE SARAH SMITH GARNET SCHOOL,6/05/2023,90.31
13K011,P.S. 011 PURVIS J. BEHAN,6/05/2023,93.54
13K020,P.S. 020 CLINTON HILL,6/05/2023,90.03
13K044,P.S. 044 MARCUS GARVEY,6/05/2023,77.85
13K046,P.S. 046 EDWARD C. BLUM,6/05/2023,87.50
13K054,P.S. 054 SAMUEL C. BARNES,6/05/2023,86.25
13K056,P.S. 056 LEWIS H. LATIMER,6/05/2023,88.16
13K067,P.S. 067 CHARLES A. DORSEY,6/05/2023,90.00
13K093,P.S. 093 WILLIAM H. PRESCOTT,6/05/2023,86.88
13K113,M.S. 113 RONALD EDMONDS LEARNING CENTER,6/05/2023,82.62
13K133,P.S. 133 WILLIAM A. BUTLER,6/05/2023,90.09
13K256,P.S. 256 BENJAMIN BANNEKER,6/05/2023,73.85
13K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,6/05/2023,73.07
13K266,M.S. K266   PARK PLACE COMMUNITY MIDDLE SCHOOL,6/05/2023,86.95
13K270,P.S. 270 JOHANN DEKALB,6/05/2023,80.41
13K282,P.S. 282 PARK SLOPE,6/05/2023,90.37
13K287,P.S. 287 BAILEY K. ASHFORD,6/05/2023,84.84
13K301,RESTORATION ACADEMY,6/05/2023,93.33
13K307,P.S. 307 DANIEL HALE WILLIAMS,6/05/2023,84.59
13K313,DOCK STREET SCHOOL FOR STEAM STUDIES,6/05/2023,94.77
13K350,URBAN ASSEMBLY SCHOOL OF MUSIC AND ART,6/05/2023,56.25
13K351,THE URBAN ASSEMBLY UNISON SCHOOL,6/05/2023,88.16
13K412,BROOKLYN COMMUNITY ARTS   MEDIA HIGH SCHOOL  BCAM,6/05/2023,NS
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TEC",6/05/2023,90.63
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,6/05/2023,92.87
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL,6/05/2023,83.66
13K483,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,6/05/2023,78.43
13K492,ACADEMY OF ARTS AND LETTERS,6/05/2023,93.78
13K527,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR Y,6/05/2023,85.11
13K553,BROOKLYN ACADEMY HIGH SCHOOL,6/05/2023,57.79
13K594,GOTHAM PROFESSIONAL ARTS ACADEMY,6/05/2023,65.91
13K595,BEDFORD ACADEMY HIGH SCHOOL,6/05/2023,88.02
13K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION,6/05/2023,68.46
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,6/05/2023,32.96
13K670,BENJAMIN BANNEKER ACADEMY,6/05/2023,84.14
13K674,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHI",6/05/2023,81.66
13K691,FORT GREENE PREPARATORY ACADEMY,6/05/2023,90.05
13K869,DISTRICT 13 PRE K CENTER,6/05/2023,93.61
13K915,BRIDGES: A SCHOOL FOR EXPLORATION AND EQUITY,6/05/2023,87.64
14K016,P.S. 016 LEONARD DUNKLY,6/05/2023,90.18
14K017,P.S. 017 HENRY D. WOODWORTH,6/05/2023,88.83
14K018,P.S. 018 EDWARD BUSH,6/05/2023,86.09
14K023,P.S. 023 CARTER G. WOODSON,6/05/2023,88.59
14K031,P.S. 031 SAMUEL F. DUPONT,6/05/2023,91.65
14K034,P.S. 034 OLIVER H. PERRY,6/05/2023,92.51
14K050,J.H.S. 050 JOHN D. WELLS,6/05/2023,87.29
14K059,P.S. 059 WILLIAM FLOYD,6/05/2023,85.01
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,6/05/2023,76.34
14K084,P.S. 084 JOSE DE DIEGO,6/05/2023,93.91
14K110,P.S. 110 THE MONITOR,6/05/2023,93.04
14K120,P.S. 120 CARLOS TAPIA,6/05/2023,85.57
14K126,JOHN ERICSSON MIDDLE SCHOOL 126,6/05/2023,90.60
14K132,P.S. 132 THE CONSELYEA SCHOOL,6/05/2023,94.48
14K147,P.S. 147 ISAAC REMSEN,6/05/2023,92.06
14K157,P.S. I.S. 157 THE BENJAMIN FRANKLIN HEALTH   SCIEN,6/05/2023,87.41
14K196,P.S. 196 TEN EYCK,6/05/2023,87.45
14K250,P.S. 250 GEORGE H. LINDSAY,6/05/2023,84.24
14K257,P.S. 257 JOHN F. HYLAN,6/05/2023,90.22
14K297,P.S. 297 ABRAHAM STOCKTON,6/05/2023,85.57
14K318,I.S. 318 EUGENIO MARIA DE HOSTOS,6/05/2023,89.90
14K319,P.S. 319,6/05/2023,NS
14K380,P.S. 380 JOHN WAYNE ELEMENTARY,6/05/2023,89.55
14K414,BROOKLYN ARBOR ELEMENTARY SCHOOL,6/05/2023,93.07
14K449,"BROOKLYN LATIN SCHOOL, THE",6/05/2023,86.64
14K454,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY,6/05/2023,62.26
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,6/05/2023,63.10
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,6/05/2023,75.15
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHN",6/05/2023,75.09
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,6/05/2023,49.49
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,6/05/2023,93.53
14K561,WILLIAMSBURG PREPARATORY SCHOOL,6/05/2023,82.69
14K577,CONSELYEA PREPARATORY SCHOOL,6/05/2023,93.66
14K582,M.S. 582,6/05/2023,89.74
14K586,LYONS COMMUNITY SCHOOL,6/05/2023,67.60
14K610,A TECH HIGH SCHOOL,6/05/2023,83.19
14K614,YOUNG WOMEN S LEADERSHIP SCHOOL OF BROOKLYN,6/05/2023,75.30
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,6/05/2023,65.27
15K001,P.S. 001 THE BERGEN,6/05/2023,93.27
