SCHOOL,SCHOOL NAME,ATTD DATE,%ATTD
15K010,"MAGNET SCHOOL OF MATH, SCIENCE AND DESIGN TECHNOLO",6/05/2023,92.42
15K015,P.S. 015 PATRICK F. DALY,6/05/2023,90.37
15K024,P.S. 024,6/05/2023,93.37
15K029,P.S. 029 JOHN M. HARRIGAN,6/05/2023,96.26
15K032,P.S. 032 SAMUEL MILLS SPROLE,6/05/2023,93.93
15K038,P.S. 038 THE PACIFIC,6/05/2023,93.25
15K039,P.S. 039 HENRY BRISTOW,6/05/2023,95.26
15K051,M.S. 51 WILLIAM ALEXANDER,6/05/2023,93.03
15K058,P.S. 058 THE CARROLL,6/05/2023,94.93
15K088,J.H.S. 088 PETER ROUGET,6/05/2023,93.94
15K094,P.S. 094 THE HENRY LONGFELLOW,6/05/2023,96.23
15K107,P.S. 107 JOHN W. KIMBALL,6/05/2023,95.12
15K118,THE MAURICE SENDAK COMMUNITY SCHOOL,6/05/2023,93.80
15K124,P.S. 124 SILAS B. DUTCHER,6/05/2023,88.69
15K130,P.S. 130 THE PARKSIDE,6/05/2023,92.90
15K131,P.S. 131 BROOKLYN,6/05/2023,93.60
15K136,I.S. 136 CHARLES O. DEWEY,6/05/2023,90.92
15K146,"THE BROOKLYN NEW SCHOOL, P.S. 146",6/05/2023,90.21
15K154,THE WINDSOR TERRACE SCHOOL,6/05/2023,94.23
15K169,P.S. 169 SUNSET PARK,6/05/2023,94.22
15K172,P.S. 172 BEACON SCHOOL OF EXCELLENCE,6/05/2023,92.02
15K230,P.S. 230 DORIS L. COHEN,6/05/2023,93.07
15K261,P.S. 261 ZIPPORIAH MILLS,6/05/2023,91.72
15K295,P.S. 295,6/05/2023,91.32
15K321,P.S. 321 WILLIAM PENN,6/05/2023,96.90
15K418,THE CHILDREN S SCHOOL,6/05/2023,94.71
15K423,BROOKLYN FRONTIERS HIGH SCHOOL,6/05/2023,69.52
15K429,DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL,6/05/2023,84.01
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,6/05/2023,86.98
15K443,NEW VOICES SCHOOL OF ACADEMIC   CREATIVE ARTS,6/05/2023,94.06
15K447,THE MATH   SCIENCE EXPLORATORY SCHOOL,6/05/2023,93.38
15K448,BROOKLYN COLLABORATIVE STUDIES,6/05/2023,81.49
15K462,JOHN JAY SCHOOL FOR LAW,6/05/2023,63.30
15K463,CYBERARTS STUDIO ACADEMY,6/05/2023,64.98
15K464,PARK SLOPE COLLEGIATE,6/05/2023,78.19
15K497,THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,6/05/2023,87.09
15K516,SUNSET PARK AVENUES ELEMENTARY SCHOOL,6/05/2023,89.68
15K519,COBBLE HILL SCHOOL OF AMERICAN STUDIES,6/05/2023,69.09
15K529,WEST BROOKLYN COMMUNITY HIGH SCHOOL,6/05/2023,NS
15K592,KHALIL GIBRAN INTERNATIONAL ACADEMY,6/05/2023,90.37
15K656,BROOKLYN HIGH SCHOOL OF THE ARTS,6/05/2023,74.69
15K667,SUNSET PARK HIGH SCHOOL,6/05/2023,67.39
15K676,RED HOOK NEIGHBORHOOD SCHOOL,6/05/2023,93.97
15K684,MILLENNIUM BROOKLYN HS,6/05/2023,91.74
15K698,SOUTH BROOKLYN COMMUNITY HIGH SCHOOL,6/05/2023,29.68
15K767,THE LITTLE BROOKLYN PRE K CENTER,6/05/2023,86.82
15K821,SUNSET PARK PREP,6/05/2023,89.05
15K839,M.S. 839,6/05/2023,93.65
15K863,PRE K CENTER AT BISHOP FORD SCHOOL SITE,6/05/2023,88.28
15K896,THE SCHOOL OF CREATIVITY AND INNOVATION,6/05/2023,94.55
15K958,P.S. 958,6/05/2023,96.61
16K005,P.S. 005 DR. RONALD MCNAIR,6/05/2023,87.12
16K021,P.S. 021 CRISPUS ATTUCKS,6/05/2023,86.73
16K025,P.S. 025 EUBIE BLAKE SCHOOL,6/05/2023,93.93
16K026,P.S. 026 JESSE OWENS,6/05/2023,91.75
16K035,M.S. 035 STEPHEN DECATUR,6/05/2023,89.11
16K040,P.S. 040 GEORGE W. CARVER,6/05/2023,90.27
16K057,WHITELAW REID ACADEMY OF ARTS AND BUSINESS,6/05/2023,83.16
16K081,P.S. 081 THADDEUS STEVENS,6/05/2023,88.26
16K243,P.S. 243K  THE WEEKSVILLE SCHOOL,6/05/2023,77.34
16K262,P.S. 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOO,6/05/2023,90.56
16K267,"M.S. 267 MATH, SCIENCE   TECHNOLOGY",6/05/2023,88.88
16K308,P.S. 308 CLARA CARDWELL,6/05/2023,92.23
16K309,P.S. 309 THE GEORGE E. WIBECAN PREPARATORY ACADEMY,6/05/2023,86.82
16K335,P.S. 335 GRANVILLE T. WOODS,6/05/2023,83.43
16K455,BOYS AND GIRLS HIGH SCHOOL,6/05/2023,65.56
16K498,BROOKLYN HIGH SCHOOL FOR LAW AND TECHNOLOGY,6/05/2023,75.33
16K627,BRIGHTER CHOICE COMMUNITY SCHOOL,6/05/2023,88.81
16K628,BROOKLYN BROWNSTONE SCHOOL,6/05/2023,93.52
16K669,RESEARCH AND SERVICE HIGH SCHOOL,6/05/2023,37.50
16K681,MADIBA PREP MIDDLE SCHOOL,6/05/2023,87.21
16K688,THE BROOKLYN ACADEMY OF GLOBAL FINANCE,6/05/2023,70.00
16K765,NELSON MANDELA HIGH SCHOOL,6/05/2023,76.29
16K898,THE BROOKLYN GREEN SCHOOL,6/05/2023,93.12
17K002,PARKSIDE PREPARATORY ACADEMY,6/05/2023,91.34
17K006,NORMA ADAMS CLEMONS ACADEMY,6/05/2023,86.59
17K012,DR. JACQUELINE PEEK DAVIS SCHOOL,6/05/2023,90.81
17K061,M.S. 061 DR. GLADSTONE H. ATWELL,6/05/2023,87.91
17K091,P.S. 091 THE ALBANY AVENUE SCHOOL,6/05/2023,85.79
17K092,P.S. 092 ADRIAN HEGEMAN,6/05/2023,86.12
17K122,PATHWAYS IN TECHNOLOGY EARLY COLLEGE HIGH SCHOOL,6/05/2023,83.46
17K138,P.S. 138 BROOKLYN,6/05/2023,88.72
17K161,P.S. 161 THE CROWN,6/05/2023,95.55
17K181,P.S. 181 BROOKLYN,6/05/2023,87.65
17K189,P.S. 189 THE BILINGUAL CENTER,6/05/2023,92.70
17K191,P.S. 191 PAUL ROBESON,6/05/2023,84.47
17K221,P.S. 221 TOUSSAINT L OUVERTURE,6/05/2023,93.08
17K241,P.S. 241 EMMA L. JOHNSTON,6/05/2023,91.12
17K246,M.S. 246 WALT WHITMAN,6/05/2023,85.04
17K249,P.S. 249 THE CATON,6/05/2023,93.25
17K289,P.S. 289 GEORGE V. BROWER,6/05/2023,87.76
17K316,P.S. 316 ELIJAH STROUD,6/05/2023,91.55
17K340,I.S. 340,6/05/2023,86.39
17K352,EBBETS FIELD MIDDLE SCHOOL,6/05/2023,93.65
17K353,ELIJAH STROUD MIDDLE SCHOOL,6/05/2023,87.69
17K354,THE SCHOOL OF INTEGRATED LEARNING,6/05/2023,85.14
17K375,P.S. 375 JACKIE ROBINSON SCHOOL,6/05/2023,89.74
17K382,ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORA,6/05/2023,80.74
17K394,M.S. K394,6/05/2023,83.46
17K397,P.S. 397 FOSTER LAURIE,6/05/2023,92.30
17K398,P.S. 398 WALTER WEAVER,6/05/2023,87.13
17K399,P.S. 399 STANLEY EUGENE CLARK,6/05/2023,88.48
17K408,ACADEMY OF HOSPITALITY AND TOURISM,6/05/2023,63.03
17K484,RONALD EDMONDS LEARNING CENTER II,6/05/2023,89.14
17K524,INTERNATIONAL HIGH SCHOOL AT PROSPECT HEIGHTS,6/05/2023,80.07
17K528,THE HIGH SCHOOL FOR GLOBAL CITIZENSHIP,6/05/2023,83.41
17K531,"SCHOOL FOR HUMAN RIGHTS, THE",6/05/2023,81.71
17K532,NEW BRIDGES ELEMENTARY,6/05/2023,92.93
17K537,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT AT,6/05/2023,58.64
17K539,HIGH SCHOOL FOR SERVICE   LEARNING AT ERASMUS,6/05/2023,70.90
17K543,"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIG",6/05/2023,82.97
17K546,HIGH SCHOOL FOR PUBLIC SERVICE: HEROES OF TOMORROW,6/05/2023,78.48
17K547,BROOKLYN ACADEMY OF SCIENCE AND THE ENVIRONMENT,6/05/2023,85.09
17K548,BROOKLYN SCHOOL FOR MUSIC   THEATRE,6/05/2023,79.45
17K568,BROWNSVILLE ACADEMY HIGH SCHOOL,6/05/2023,41.32
17K590,MEDGAR EVERS COLLEGE PREPARATORY SCHOOL,6/05/2023,87.74
17K600,CLARA BARTON HIGH SCHOOL,6/05/2023,71.21
17K646,ASPIRATIONS DIPLOMA PLUS HIGH SCHOOL,6/05/2023,46.52
17K705,BROOKLYN ARTS AND SCIENCE ELEMENTARY SCHOOL,6/05/2023,91.34
17K722,NEW HEIGHTS MIDDLE SCHOOL,6/05/2023,91.17
17K745,BROOKLYN INSTITUTE FOR LIBERAL ARTS,6/05/2023,88.09
17K751,ACADEMY FOR HEALTH CAREERS,6/05/2023,78.34
17K770,P.S. 770 NEW AMERICAN ACADEMY,6/05/2023,93.49
18K066,P.S. 66,6/05/2023,90.47
18K068,I.S. 068 ISAAC BILDERSEE,6/05/2023,94.46
18K114,P.S. 114 RYDER ELEMENTARY,6/05/2023,89.86
18K115,P.S. 115 DANIEL MUCATEL SCHOOL,6/05/2023,91.18
18K135,P.S. 135 SHELDON A. BROOKNER,6/05/2023,91.71
18K208,P.S. 208 ELSA EBELING,6/05/2023,89.13
18K211,I.S. 211 JOHN WILSON,6/05/2023,88.26
18K219,P.S. 219 KENNEDY KING,6/05/2023,88.64
18K233,P.S. 233 LANGSTON HUGHES,6/05/2023,90.76
18K235,P.S. 235 JANICE MARIE KNIGHT SCHOOL,6/05/2023,92.39
18K244,P.S. 244 RICHARD R. GREEN,6/05/2023,92.57
18K268,P.S. 268 EMMA LAZARUS,6/05/2023,87.03
18K272,P.S. 272 CURTIS ESTABROOK,6/05/2023,84.19
18K276,P.S. 276 LOUIS MARSHALL,6/05/2023,91.36
18K279,P.S. 279 HERMAN SCHREIBER,6/05/2023,91.19
18K285,I.S. 285 MEYER LEVIN,6/05/2023,92.73
18K366,THE SCIENCE AND MEDICINE MIDDLE SCHOOL,6/05/2023,93.92
18K563,IT TAKES A VILLAGE ACADEMY,6/05/2023,82.89
18K566,BROOKLYN COMMUNITY HIGH SCHOOL FOR EXCELLENCE AND,6/05/2023,84.48
18K567,BROOKLYN THEATRE ARTS HIGH SCHOOL,6/05/2023,79.25
18K569,KURT HAHN EXPEDITIONARY LEARNING SCHOOL,6/05/2023,70.50
18K576,VICTORY COLLEGIATE HIGH SCHOOL,6/05/2023,75.09
18K578,BROOKLYN BRIDGE ACADEMY,6/05/2023,47.65
18K581,"THE MIDDLE SCHOOL OF MEDIA, LAW AND FINE ARTS",6/05/2023,87.92
18K588,MIDDLE SCHOOL FOR ART AND PHILOSOPHY,6/05/2023,89.33
18K617,HIGH SCHOOL FOR INNOVATION IN ADVERTISING AND MEDI,6/05/2023,67.24
18K629,CULTURAL ACADEMY FOR THE ARTS AND SCIENCES,6/05/2023,72.91
18K633,HIGH SCHOOL FOR MEDICAL PROFESSIONS,6/05/2023,79.78
18K635,OLYMPUS ACADEMY,6/05/2023,45.45
18K637,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,6/05/2023,95.67
18K642,URBAN ACTION ACADEMY,6/05/2023,78.03
18K673,EAST BROOKLYN COMMUNITY HIGH SCHOOL,6/05/2023,NS
18K763,BROOKLYN SCIENCE AND ENGINEERING ACADEMY,6/05/2023,94.06
19K007,P.S. 007 ABRAHAM LINCOLN,6/05/2023,95.83
19K013,P.S. 013 ROBERTO CLEMENTE,6/05/2023,91.00
19K065,P.S. 065,6/05/2023,90.83
19K089,P.S. 089 CYPRESS HILLS,6/05/2023,95.90
19K108,P.S. 108 SAL ABBRACCIAMENTO,6/05/2023,90.37
19K149,P.S. 149 DANNY KAYE,6/05/2023,92.43
19K158,P.S. 158 WARWICK,6/05/2023,88.97
19K159,P.S. 159 ISAAC PITKIN,6/05/2023,87.21
19K171,I.S. 171 ABRAHAM LINCOLN,6/05/2023,93.47
19K190,P.S. 190 SHEFFIELD,6/05/2023,82.22
19K202,P.S. 202 ERNEST S. JENKYNS,6/05/2023,83.26
19K213,P.S. 213 NEW LOTS,6/05/2023,88.36
19K214,P.S. 214 MICHAEL FRIEDSAM,6/05/2023,90.06
19K218,J.H.S. 218 JAMES P. SINNOTT,6/05/2023,84.87
19K224,P.S. 224 HALE A. WOODRUFF,6/05/2023,85.40
19K273,P.S. 273 WORTMAN,6/05/2023,86.03
19K290,P.S. 290 JUAN MOREL CAMPOS,6/05/2023,91.24
19K292,J.H.S. 292 MARGARET S. DOUGLAS,6/05/2023,88.04
19K306,P.S. 306 ETHAN ALLEN,6/05/2023,79.83
19K325,THE FRESH CREEK SCHOOL,6/05/2023,88.37
19K328,P.S. 328 PHYLLIS WHEATLEY,6/05/2023,86.56
19K345,P.S. 345 PATROLMAN ROBERT BOLDEN,6/05/2023,89.18
19K346,P.S. 346 ABE STARK,6/05/2023,92.65
19K364,I.S. 364 GATEWAY,6/05/2023,86.45
19K404,ACADEMY FOR YOUNG WRITERS,6/05/2023,71.42
19K409,EAST NEW YORK FAMILY ACADEMY,6/05/2023,87.79
19K422,SPRING CREEK COMMUNITY SCHOOL,6/05/2023,50.00
19K452,FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL,6/05/2023,94.68
19K502,FDNY   CAPTAIN VERNON A. RICHARD HIGH SCHOOL FOR F,6/05/2023,68.78
19K504,HIGH SCHOOL FOR CIVIL RIGHTS,6/05/2023,70.58
19K507,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,6/05/2023,69.48
19K510,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH HIGH SCHO,6/05/2023,79.35
19K557,BROOKLYN GARDENS ELEMENTARY SCHOOL,6/05/2023,85.24
19K583,MULTICULTURAL HIGH SCHOOL,6/05/2023,83.47
19K615,TRANSIT TECH CAREER AND TECHNICAL EDUCATION HIGH S,6/05/2023,72.84
19K618,ACADEMY OF INNOVATIVE TECHNOLOGY,6/05/2023,77.77
19K639,BROOKLYN LAB SCHOOL,6/05/2023,75.21
19K654,VAN SICLEN COMMUNITY MIDDLE SCHOOL,6/05/2023,78.99
19K659,CYPRESS HILLS COLLEGIATE PREPARATORY SCHOOL,6/05/2023,71.89
19K660,W. H. MAXWELL CAREER AND TECHNICAL EDUCATION HIGH,6/05/2023,70.67
19K661,VISTA ACADEMY,6/05/2023,88.78
19K662,LIBERTY AVENUE MIDDLE SCHOOL,6/05/2023,91.24
19K663,SCHOOL OF THE FUTURE BROOKLYN,6/05/2023,89.28
19K677,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,6/05/2023,87.15
19K678,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,6/05/2023,95.06
19K683,SCHOOL FOR CLASSICS HIGH SCHOOL,6/05/2023,61.45
19K760,HIGHLAND PARK COMMUNITY SCHOOL,6/05/2023,93.75
19K764,THE URBAN ASSEMBLY SCHOOL FOR COLLABORATIVE HEALTH,6/05/2023,66.86
19K907,LEGACY SCHOOL OF THE ARTS,6/05/2023,88.66
19K935,M.S. 935,6/05/2023,92.55
19K938,P.S. 938,6/05/2023,90.90
19K953,THE EAST NEW YORK ARTS AND CIVICS HIGH SCHOOL,6/05/2023,80.50
20K030,P.S. I.S. 30 MARY WHITE OVINGTON,6/05/2023,89.79
20K048,P.S. 048 MAPLETON,6/05/2023,93.35
20K062,J.H.S. 062 DITMAS,6/05/2023,92.45
20K069,P.S. 69 VINCENT D. GRIPPO SCHOOL,6/05/2023,96.27
20K102,P.S. 102 THE BAYVIEW,6/05/2023,93.69
20K104,P.S. I.S. 104 THE FORT HAMILTON SCHOOL,6/05/2023,94.20
20K105,P.S. 105 THE BLYTHEBOURNE,6/05/2023,96.15
20K112,P.S. 112 LEFFERTS PARK,6/05/2023,92.87
20K127,P.S. 127 MCKINLEY PARK,6/05/2023,95.74
20K160,P.S. 160 WILLIAM T. SAMPSON,6/05/2023,96.49
20K163,P.S. 163 BATH BEACH,6/05/2023,91.74
20K164,P.S. 164 CAESAR RODNEY,6/05/2023,93.42
20K170,RALPH A. FABRIZIO SCHOOL,6/05/2023,95.24
20K176,P.S. 176 OVINGTON,6/05/2023,95.56
20K179,P.S. 179 KENSINGTON,6/05/2023,89.81
20K180,THE SEEALL ACADEMY,6/05/2023,95.21
20K185,P.S. 185 WALTER KASSENBROCK,6/05/2023,96.57
20K186,P.S. 186 DR. IRVING A GLADSTONE,6/05/2023,93.88
20K187,THE CHRISTA MCAULIFFE SCHOOL I.S. 187,6/05/2023,97.72
20K192,P.S. 192   THE MAGNET SCHOOL FOR MATH AND SCIENCE,6/05/2023,89.02
20K200,P.S. 200 BENSON SCHOOL,6/05/2023,89.26
20K201,THE MADELEINE BRENNAN SCHOOL,6/05/2023,95.08
20K204,P.S. 204 VINCE LOMBARDI,6/05/2023,95.93
20K205,P.S. 205 CLARION,6/05/2023,94.26
20K220,J.H.S. 220 JOHN J. PERSHING,6/05/2023,97.47
20K223,J.H.S. 223 THE MONTAUK,6/05/2023,90.71
20K227,J.H.S. 227 EDWARD B. SHALLOW,6/05/2023,92.60
20K229,P.S. 229 DYKER,6/05/2023,95.43
20K247,P.S. 247 BROOKLYN,6/05/2023,93.33
20K259,J.H.S. 259 WILLIAM MCKINLEY,6/05/2023,94.89
20K264,P.S. 264 BAY RIDGE ELEMENTARY SCHOOL FOR THE ARTS,6/05/2023,96.23
20K310,THE SCHOOL FOR FUTURE LEADERS,6/05/2023,96.61
20K445,NEW UTRECHT HIGH SCHOOL,6/05/2023,79.93
20K485,HIGH SCHOOL OF TELECOMMUNICATION ARTS AND TECHNOLO,6/05/2023,82.20
20K490,FORT HAMILTON HIGH SCHOOL,6/05/2023,84.20
20K503,P.S. 503: THE SCHOOL OF DISCOVERY,6/05/2023,91.07
20K505,FRANKLIN DELANO ROOSEVELT HIGH SCHOOL,6/05/2023,78.84
20K506,P.S. 506: THE SCHOOL OF JOURNALISM   TECHNOLOGY,6/05/2023,93.11
20K609,URBAN ASSEMBLY SCHOOL FOR LEADERSHIP AND EMPOWERME,6/05/2023,86.14
20K682,THE ACADEMY OF TALENTED SCHOLARS,6/05/2023,94.32
20K686,BROOKLYN SCHOOL OF INQUIRY,6/05/2023,93.58
20K748,P.S. 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS,6/05/2023,94.25
20K768,DISTRICT 20 PRE K CENTER,6/05/2023,85.75
20K936,MS 936 ARTS OFF 3RD,6/05/2023,96.35
20K939,SUNSET SCHOOL OF CULTURAL LEARNING,6/05/2023,95.51
20K971,"SCHOOL OF MATH, SCIENCE, AND HEALTHY LIVING",6/05/2023,93.36
21K090,P.S. 90 EDNA COHEN SCHOOL,6/05/2023,84.33
21K095,P.S. 095 THE GRAVESEND,6/05/2023,94.32
21K096,I.S. 096 SETH LOW,6/05/2023,90.38
21K097,P.S. 97 THE HIGHLAWN,6/05/2023,93.84
21K098,I.S. 98 BAY ACADEMY,6/05/2023,93.64
21K099,P.S. 099 ISAAC ASIMOV,6/05/2023,92.46
21K100,P.S. 100 THE CONEY ISLAND SCHOOL,6/05/2023,89.80
21K101,P.S. 101 THE VERRAZANO,6/05/2023,93.93
21K121,P.S. 121 NELSON A. ROCKEFELLER,6/05/2023,92.41
21K128,P.S. 128 BENSONHURST,6/05/2023,90.77
21K153,P.S. 153 HOMECREST,6/05/2023,91.73
21K177,P.S. 177 THE MARLBORO,6/05/2023,90.48
21K188,P.S. 188 MICHAEL E. BERDY,6/05/2023,80.30
21K199,P.S. 199 FREDERICK WACHTEL,6/05/2023,88.62
21K209,P.S. 209 MARGARET MEAD,6/05/2023,92.51
21K212,P.S. 212 LADY DEBORAH MOODY,6/05/2023,89.33
21K215,P.S. 215 MORRIS H. WEISS,6/05/2023,91.28
21K216,P.S. 216 ARTURO TOSCANINI,6/05/2023,91.09
21K225,P.S. K225   THE EILEEN E. ZAGLIN,6/05/2023,90.27
21K226,P.S. 226 ALFRED DE B. MASON,6/05/2023,91.47
21K228,I.S. 228 DAVID A. BOODY,6/05/2023,92.56
21K238,P.S. 238 ANNE SULLIVAN,6/05/2023,91.81
21K239,MARK TWAIN I.S. 239 FOR THE GIFTED   TALENTED,6/05/2023,95.44
21K253,P.S. 253,6/05/2023,93.38
21K281,I.S. 281 JOSEPH B CAVALLARO,6/05/2023,89.46
21K288,P.S. 288 THE SHIRLEY TANYHILL,6/05/2023,79.88
21K303,I.S. 303 HERBERT S. EISENBERG,6/05/2023,92.08
21K329,P.S. 329 SURFSIDE,6/05/2023,92.17
21K337,INTERNATIONAL HIGH SCHOOL AT LAFAYETTE,6/05/2023,69.38
21K344,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,6/05/2023,70.15
21K348,HIGH SCHOOL OF SPORTS MANAGEMENT,6/05/2023,73.29
21K410,ABRAHAM LINCOLN HIGH SCHOOL,6/05/2023,76.42
21K468,KINGSBOROUGH EARLY COLLEGE SCHOOL,6/05/2023,84.76
21K525,EDWARD R. MURROW HIGH SCHOOL,6/05/2023,80.45
21K540,JOHN DEWEY HIGH SCHOOL,6/05/2023,76.34
21K559,LIFE ACADEMY HIGH SCHOOL FOR FILM AND MUSIC,6/05/2023,70.88
21K572,LEADERS HIGH SCHOOL,6/05/2023,82.87
21K620,WILLIAM E. GRADY CAREER AND TECHNICAL EDUCATION HI,6/05/2023,73.64
21K690,BROOKLYN STUDIO SECONDARY SCHOOL,6/05/2023,83.50
21K728,LIBERATION DIPLOMA PLUS,6/05/2023,NS
21K840,BROOKLYN S DAILY DISCOVERY PRE K CENTER,6/05/2023,86.10
22K014,J.H.S. 014 SHELL BANK,6/05/2023,87.81
22K052,P.S. 052 SHEEPSHEAD BAY,6/05/2023,89.39
22K078,J.H.S. 078 ROY H. MANN,6/05/2023,90.18
22K109,P.S. 109,6/05/2023,87.65
22K119,P.S. 119 AMERSFORT,6/05/2023,91.04
22K134,P.S. K134,6/05/2023,93.70
22K139,P.S. 139 ALEXINE A. FENTY,6/05/2023,91.14
22K152,SCHOOL OF SCIENCE   TECHNOLOGY,6/05/2023,92.95
22K193,P.S. 193 GIL HODGES,6/05/2023,93.86
22K194,P.S. 194 RAOUL WALLENBERG,6/05/2023,90.03
22K195,P.S. 195 MANHATTAN BEACH,6/05/2023,91.64
22K197,P.S. 197   THE KINGS HIGHWAY ACADEMY,6/05/2023,90.96
22K198,P.S. 198 BROOKLYN,6/05/2023,88.17
22K203,P.S. 203 FLOYD BENNETT SCHOOL,6/05/2023,91.18
22K206,P.S. 206 JOSEPH F LAMB,6/05/2023,92.72
22K207,P.S. 207 ELIZABETH G. LEARY,6/05/2023,93.13
22K217,P.S. 217 COLONEL DAVID MARCUS SCHOOL,6/05/2023,89.94
22K222,P.S. 222 KATHERINE R. SNYDER,6/05/2023,94.93
22K234,J.H.S. 234 ARTHUR W. CUNNINGHAM,6/05/2023,87.90
22K236,P.S. 236 MILL BASIN,6/05/2023,92.97
22K240,ANDRIES HUDDE,6/05/2023,96.11
22K245,P.S. 245,6/05/2023,93.39
22K251,P.S. 251 PAERDEGAT,6/05/2023,91.26
22K254,P.S. 254 DAG HAMMARSKJOLD,6/05/2023,88.01
22K255,P.S. 255 BARBARA REING SCHOOL,6/05/2023,91.10
22K277,P.S. 277 GERRITSEN BEACH,6/05/2023,92.94
22K278,J.H.S. 278 MARINE PARK,6/05/2023,91.82
22K312,P.S. 312 BERGEN BEACH,6/05/2023,89.64
22K315,P.S. K315,6/05/2023,92.50
22K326,P.S. 326,6/05/2023,91.55
22K361,P.S. 361 EAST FLATBUSH EARLY CHILDHOOD SCHOOL,6/05/2023,89.34
22K381,I. S. 381,6/05/2023,NS
22K405,MIDWOOD HIGH SCHOOL,6/05/2023,88.72
22K425,JAMES MADISON HIGH SCHOOL,6/05/2023,83.38
22K535,LEON M. GOLDSTEIN HIGH SCHOOL FOR THE SCIENCES,6/05/2023,89.88
22K555,BROOKLYN COLLEGE ACADEMY,6/05/2023,93.37
22K611,ORIGINS HIGH SCHOOL,6/05/2023,72.60
22K630,PROFESSIONAL PATHWAYS HIGH SCHOOL,6/05/2023,45.06
22K853,THE JOAN SNOW PRE K CENTER,6/05/2023,84.01
22K889,P.S. 889,6/05/2023,90.83
22K890,M.S. 890,6/05/2023,93.09
23K041,P.S. 041 FRANCIS WHITE,6/05/2023,80.00
23K137,P.S. I.S. 137 RACHEL JEAN MITCHELL,6/05/2023,87.68
23K150,P.S. 150 CHRISTOPHER,6/05/2023,90.57
23K155,P.S.  I.S. 155 NICHOLAS HERKIMER,6/05/2023,83.43
23K156,P.S. 156 WAVERLY,6/05/2023,89.95
23K165,P.S. 165 IDA POSNER,6/05/2023,83.33
23K178,P.S. 178 SAINT CLAIR MCKELWAY,6/05/2023,84.42
23K184,P.S. 184 NEWPORT,6/05/2023,85.35
23K284,"THE GREGORY JOCKO JACKSON SCHOOL OF SPORTS, ART, A",6/05/2023,83.40
23K298,P.S. 298 DR. BETTY SHABAZZ,6/05/2023,85.75
23K323,P.S. I.S. 323,6/05/2023,90.46
23K327,P.S. 327 DR. ROSE B. ENGLISH,6/05/2023,87.35
23K363,BROWNSVILLE COLLABORATIVE MIDDLE SCHOOL,6/05/2023,89.24
23K392,I.S. 392,6/05/2023,92.62
23K401,CHRISTOPHER AVENUE COMMUNITY SCHOOL,6/05/2023,91.79
23K446,RIVERDALE AVENUE COMMUNITY SCHOOL,6/05/2023,88.62
23K493,BROOKLYN COLLEGIATE: A COLLEGE BOARD SCHOOL,6/05/2023,75.65
23K514,FREDERICK DOUGLASS ACADEMY VII HIGH SCHOOL,6/05/2023,86.51
23K518,KAPPA V  KNOWLEDGE AND POWER PREPARATORY ACADEMY,6/05/2023,94.68
23K522,MOTT HALL IV,6/05/2023,85.82
23K599,BROOKLYN LANDMARK ELEMENTARY SCHOOL,6/05/2023,93.19
23K643,BROOKLYN DEMOCRACY ACADEMY,6/05/2023,49.48
23K644,EAGLE ACADEMY FOR YOUNG MEN II,6/05/2023,93.68
23K647,METROPOLITAN DIPLOMA PLUS HIGH SCHOOL,6/05/2023,28.01
23K664,BROOKLYN ENVIRONMENTAL EXPLORATION SCHOOL  BEES,6/05/2023,80.34
23K668,RIVERDALE AVENUE MIDDLE SCHOOL,6/05/2023,93.44
23K671,MOTT HALL BRIDGES ACADEMY,6/05/2023,65.29
23K697,TEACHERS PREPARATORY HIGH SCHOOL,6/05/2023,65.17
24Q005,I.S. 5   THE WALTER CROWLEY INTERMEDIATE SCHOOL,6/05/2023,93.53
24Q007,P.S. 007 LOUIS F. SIMEONE,6/05/2023,93.77
24Q012,P.S. 012 JAMES B. COLGATE,6/05/2023,93.54
24Q013,P.S. 013 CLEMENT C. MOORE,6/05/2023,92.12
24Q014,P.S. 014 FAIRVIEW,6/05/2023,91.62
24Q016,P.S. Q016 THE NANCY DEBENEDITTIS SCHOOL,6/05/2023,92.49
24Q019,P.S. 019 MARINO JEANTET,6/05/2023,94.00
24Q028,P.S. 28   THE THOMAS EMANUEL EARLY CHILDHOOD CENTE,6/05/2023,92.02
24Q049,P.S. 049 DOROTHY BONAWIT KOLE,6/05/2023,93.36
24Q058,P.S. 58   THE SCHOOL OF HEROES,6/05/2023,93.84
24Q061,I.S. 061 LEONARDO DA VINCI,6/05/2023,91.14
