SCHOOL,SCHOOL NAME,ATTD DATE,%ATTD
08X320,PELHAM LAB HIGH SCHOOL,9/17/2021,70.47
08X333,THE LONGWOOD ACADEMY OF DISCOVERY,9/17/2021,79.63
08X337,THE SCHOOL FOR INQUIRY AND SOCIAL JUSTICE,9/17/2021,88.59
08X348,SCHUYLERVILLE PREPARATORY HIGH SCHOOL,9/17/2021,73.77
08X349,BRONX RIVER HIGH SCHOOL,9/17/2021,81.06
08X367,"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOG",9/17/2021,76.89
08X371,URBAN INSTITUTE OF MATHEMATICS,9/17/2021,84.87
08X375,THE BRONX MATHEMATICS PREPARATORY SCHOOL,9/17/2021,77.66
08X376,ANTONIA PANTOJA PREPARATORY ACADEMY: A COLLEGE BOA,9/17/2021,77.77
08X377,BRONX COMMUNITY HIGH SCHOOL,9/17/2021,43.24
08X392,BRONX DELTA SCHOOL,9/17/2021,75.84
08X405,HERBERT H. LEHMAN HIGH SCHOOL,9/17/2021,NS
08X424,BRONX ACADEMY FOR MULTI MEDIA,9/17/2021,75.58
08X432,BRONX BRIDGES HIGH SCHOOL,9/17/2021,59.88
08X448,SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,9/17/2021,79.30
08X452,GOTHAM COLLABORATIVE HIGH SCHOOL,9/17/2021,45.51
08X467,MOTT HALL COMMUNITY SCHOOL,9/17/2021,78.55
08X530,LONGWOOD PREPARATORY ACADEMY,9/17/2021,83.79
08X537,BRONX ARENA HIGH SCHOOL,9/17/2021,NS
08X558,WESTCHESTER SQUARE ACADEMY,9/17/2021,79.23
08X561,BRONX COMPASS HIGH SCHOOL,9/17/2021,74.20
08X562,BLUEPRINT MIDDLE SCHOOL,9/17/2021,82.74
08X583,P.S. 583,9/17/2021,86.78
09X004,P.S. M.S. 004 CROTONA PARK WEST,9/17/2021,74.45
09X011,P.S. 011 HIGHBRIDGE,9/17/2021,71.25
09X022,J.H.S. 022 JORDAN L. MOTT,9/17/2021,84.77
09X028,P.S. 028 MOUNT HOPE,9/17/2021,76.03
09X035,P.S. 035 FRANZ SIEGEL,9/17/2021,84.00
09X042,P.S. 042 CLAREMONT,9/17/2021,82.44
09X053,P.S. 053 BASHEER QUISIM,9/17/2021,73.53
09X055,P.S. 055 BENJAMIN FRANKLIN,9/17/2021,NS
09X058,P.S. 058,9/17/2021,NS
09X063,P.S. 063 AUTHOR S ACADEMY,9/17/2021,76.64
09X070,P.S. 070 MAX SCHOENFELD,9/17/2021,80.20
09X073,P.S. 073 BRONX,9/17/2021,79.47
09X088,P.S. X088   S. SILVERSTEIN LITTLE SPARROW SCHOOL,9/17/2021,80.00
09X109,P.S. 109 SEDGWICK,9/17/2021,77.33
09X110,P.S. 110 THEODORE SCHOENFELD,9/17/2021,77.21
09X114,P.S. X114   LUIS LLORENS TORRES SCHOOLS,9/17/2021,80.58
09X117,I.S. 117 JOSEPH H. WADE,9/17/2021,80.74
09X126,P.S. 126 DR MARJORIE H DUNBAR,9/17/2021,80.20
09X128,MOTT HALL III,9/17/2021,83.98
09X132,P.S. 132 GARRET A. MORGAN,9/17/2021,70.95
09X163,P.S. 163 ARTHUR A. SCHOMBURG,9/17/2021,81.25
09X170,P.S. 170,9/17/2021,NS
09X199,P.S. 199X   THE SHAKESPEARE SCHOOL,9/17/2021,82.03
09X204,P.S. 204 MORRIS HEIGHTS,9/17/2021,85.19
09X215,KAPPA,9/17/2021,NS
09X218,P.S. I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNE,9/17/2021,85.54
09X219,I.S. 219 NEW VENTURE SCHOOL,9/17/2021,78.59
09X227,BRONX COLLEGIATE ACADEMY,9/17/2021,79.85
09X229,I.S. 229 ROLAND PATTERSON,9/17/2021,82.41
09X231,EAGLE ACADEMY FOR YOUNG MEN,9/17/2021,78.48
09X232,I.S. 232,9/17/2021,85.10
09X236,P.S. 236 LANGSTON HUGHES,9/17/2021,87.50
09X241,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,9/17/2021,79.60
09X250,EXIMIUS COLLEGE PREPARATORY ACADEMY: A COLLEGE BOA,9/17/2021,80.20
09X252,MOTT HALL BRONX HIGH SCHOOL,9/17/2021,78.94
09X260,BRONX CENTER FOR SCIENCE AND MATHEMATICS,9/17/2021,80.51
09X263,VALIDUS PREPARATORY ACADEMY,9/17/2021,75.31
09X274,THE NEW AMERICAN ACADEMY AT ROBERTO CLEMENTE STATE,9/17/2021,75.28
09X294,THE WALTON AVENUE SCHOOL,9/17/2021,77.93
09X297,MORRIS ACADEMY FOR COLLABORATIVE STUDIES,9/17/2021,82.22
09X303,I.S. X303 LEADERSHIP   COMMUNITY SERVICE,9/17/2021,85.58
09X311,LUCERO ELEMENTARY SCHOOL,9/17/2021,83.33
09X313,I.S. 313 SCHOOL OF LEADERSHIP DEVELOPMENT,9/17/2021,70.56
09X323,BRONX WRITING ACADEMY,9/17/2021,75.97
09X324,BRONX EARLY COLLEGE ACADEMY FOR TEACHING   LEARNIN,9/17/2021,77.37
09X327,COMPREHENSIVE MODEL SCHOOL PROJECT M.S. 327,9/17/2021,86.69
09X328,NEW MILLENNIUM BRONX ACADEMY OF THE ARTS,9/17/2021,74.90
09X329,DREAMYARD PREPARATORY SCHOOL,9/17/2021,72.48
09X339,I.S. 339,9/17/2021,70.00
09X350,NEW DIRECTIONS SECONDARY SCHOOL,9/17/2021,51.21
09X361,THE HIGHBRIDGE GREEN SCHOOL,9/17/2021,87.87
09X365,ACADEMY FOR LANGUAGE AND TECHNOLOGY,9/17/2021,73.98
09X403,BRONX INTERNATIONAL HIGH SCHOOL,9/17/2021,53.05
09X404,SCHOOL FOR EXCELLENCE,9/17/2021,48.38
09X412,BRONX HIGH SCHOOL OF BUSINESS,9/17/2021,66.25
09X413,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,9/17/2021,80.26
09X443,THE FAMILY SCHOOL,9/17/2021,80.87
09X449,GRANT AVENUE ELEMENTARY SCHOOL,9/17/2021,80.20
09X454,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,9/17/2021,76.84
09X457,SHERIDAN ACADEMY FOR YOUNG LEADERS,9/17/2021,77.12
09X505,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",9/17/2021,78.49
09X517,FREDERICK DOUGLASS ACADEMY III SECONDARY SCHOOL,9/17/2021,70.58
09X525,BRONX LEADERSHIP ACADEMY HIGH SCHOOL,9/17/2021,72.37
09X543,HIGH SCHOOL FOR VIOLIN AND DANCE,9/17/2021,58.94
09X555,MOUNT EDEN CHILDREN S ACADEMY,9/17/2021,85.45
09X564,CLAREMONT INTERNATIONAL HS,9/17/2021,73.70
09X568,YOUNG WOMEN S LEADERSHIP SCHOOL OF THE BRONX,9/17/2021,85.01
09X582,GARDEN OF LEARNING AND DISCOVERY PRE K CENTER,9/17/2021,80.59
09X593,SOUTH BRONX INTERNATIONAL MIDDLE SCHOOL,9/17/2021,84.39
09X594,M.S. 594,9/17/2021,66.50
10X003,P.S. 3 RAUL JULIA MICRO SOCIETY,9/17/2021,88.42
10X007,MILTON FEIN SCHOOL,9/17/2021,84.47
10X008,P.S. 008 ISAAC VARIAN,9/17/2021,80.64
10X009,P.S. 9 RYER AVENUE ELEMENTARY SCHOOL,9/17/2021,77.62
10X015,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,9/17/2021,91.72
10X020,"PS MS 20 P.O.GEORGE J. WERDANN, III",9/17/2021,83.96
10X023,P.S. 023 THE NEW CHILDREN S SCHOOL,9/17/2021,77.00
10X024,P.S. 024 SPUYTEN DUYVIL,9/17/2021,89.76
10X032,P.S. 032 BELMONT,9/17/2021,80.50
10X033,P.S. 033 TIMOTHY DWIGHT,9/17/2021,81.97
10X037,P.S. X037   MULTIPLE INTELLIGENCE SCHOOL,9/17/2021,83.47
10X045,THOMAS C. GIORDANO MIDDLE SCHOOL 45,9/17/2021,80.34
10X046,P.S. 046 EDGAR ALLAN POE,9/17/2021,82.34
10X051,THE BRONX STEM AND ARTS ACADEMY,9/17/2021,80.76
10X054,P.S. I.S. 54,9/17/2021,82.87
10X056,P.S. 056 NORWOOD HEIGHTS,9/17/2021,89.65
10X059,P.S. 059 THE COMMUNITY SCHOOL OF TECHNOLOGY,9/17/2021,73.99
10X077,BEDFORD PARK ELEMENTARY SCHOOL,9/17/2021,88.80
10X080,J.H.S. 080 THE MOSHOLU PARKWAY,9/17/2021,80.03
10X081,P.S. 081 ROBERT J. CHRISTEN,9/17/2021,85.21
10X085,P.S. 085 GREAT EXPECTATIONS,9/17/2021,83.88
10X086,P.S. 086 KINGSBRIDGE HEIGHTS,9/17/2021,83.99
10X091,P.S. 091 BRONX,9/17/2021,NS
10X094,P.S. 094 KINGS COLLEGE SCHOOL,9/17/2021,84.16
10X095,P.S. 095 SHEILA MENCHER,9/17/2021,81.47
10X118,J.H.S. 118 WILLIAM W. NILES,9/17/2021,79.23
10X141,RIVERDALE   KINGSBRIDGE ACADEMY  MIDDLE SCHOOL   H,9/17/2021,82.79
10X159,P.S. 159 LUIS MUNOZ MARIN BILING,9/17/2021,80.48
10X205,P.S. 205 FIORELLO LAGUARDIA,9/17/2021,83.36
10X206,I.S. 206 ANN MERSEREAU,9/17/2021,75.22
10X207,P.S. 207,9/17/2021,78.70
10X209,P.S. 209,9/17/2021,90.37
10X213,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,9/17/2021,70.51
10X225,THEATRE ARTS PRODUCTION COMPANY SCHOOL,9/17/2021,68.69
10X226,P.S. 226,9/17/2021,82.36
10X228,JONAS BRONCK ACADEMY,9/17/2021,94.00
10X237,"THE MARIE CURIE SCHOOL FOR MEDICINE, NURSING, AND",9/17/2021,71.27
10X243,WEST BRONX ACADEMY FOR THE FUTURE,9/17/2021,86.54
10X244,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,9/17/2021,82.27
10X246,P.S. 246 POE CENTER,9/17/2021,82.05
10X254,I.S. 254,9/17/2021,85.53
10X264,BRONX ACADEMY FOR SOFTWARE ENGINEERING  BASE,9/17/2021,73.45
10X268,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,9/17/2021,55.25
10X279,"P.S. 279 CAPTAIN MANUEL RIVERA, JR.",9/17/2021,83.41
10X280,P.S. M.S. 280 MOSHOLU PARKWAY,9/17/2021,82.27
10X284,BRONX SCHOOL OF LAW AND FINANCE,9/17/2021,64.61
10X291,P.S. 291,9/17/2021,83.48
10X306,P.S. 306,9/17/2021,86.08
10X307,LUISA PINEIRO FUENTES SCHOOL OF SCIENCE AND DISCOV,9/17/2021,87.89
10X308,BRONX DANCE ACADEMY SCHOOL,9/17/2021,83.33
10X310,P.S. 310 MARBLE HILL,9/17/2021,85.76
10X315,P.S. 315 LAB SCHOOL,9/17/2021,84.05
10X319,PROVIDING URBAN LEARNERS SUCCESS IN EDUCATION HIGH,9/17/2021,43.24
10X331,THE BRONX SCHOOL OF YOUNG LEADERS,9/17/2021,83.99
10X340,P.S. 340,9/17/2021,83.54
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,9/17/2021,70.50
10X344,AMPARK NEIGHBORHOOD,9/17/2021,83.55
10X351,BRONX COLLABORATIVE HIGH SCHOOL,9/17/2021,NS
10X353,WORLD VIEW HIGH SCHOOL,9/17/2021,85.85
10X360,P.S. 360,9/17/2021,82.31
10X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,9/17/2021,74.58
10X368,IN TECH ACADEMY  M.S.   HIGH SCHOOL 368,9/17/2021,85.57
10X374,KNOWLEDGE AND POWER PREPARATORY ACADEMY INTERNATIO,9/17/2021,79.49
10X382,"ELEMENTARY SCHOOL FOR MATH, SCIENCE, AND TECHNOLOG",9/17/2021,77.17
10X386,SCHOOL FOR ENVIRONMENTAL CITIZENSHIP,9/17/2021,83.81
10X390,M.S. 390,9/17/2021,87.10
10X391,THE ANGELO PATRI MIDDLE SCHOOL,9/17/2021,79.25
10X396,P.S. 396,9/17/2021,87.72
10X397,ENGLISH LANGUAGE LEARNERS AND INTERNATIONAL SUPPOR,9/17/2021,59.03
10X433,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,9/17/2021,74.26
10X434,BELMONT PREPARATORY HIGH SCHOOL,9/17/2021,79.72
10X437,FORDHAM HIGH SCHOOL FOR THE ARTS,9/17/2021,90.04
10X438,FORDHAM LEADERSHIP ACADEMY,9/17/2021,84.43
10X439,BRONX HIGH SCHOOL FOR LAW AND COMMUNITY SERVICE,9/17/2021,70.19
10X440,DEWITT CLINTON HIGH SCHOOL,9/17/2021,73.29
10X442,"CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC, THE",9/17/2021,84.13
10X445,THE BRONX HIGH SCHOOL OF SCIENCE,9/17/2021,97.86
10X447,CRESTON ACADEMY,9/17/2021,88.55
10X477,MARBLE HILL HIGH SCHOOL FOR INTERNATIONAL STUDIES,9/17/2021,82.95
10X524,CROTONA INTERNATIONAL HIGH SCHOOL,9/17/2021,73.51
10X535,ROSE HILL PRE K CENTER,9/17/2021,83.77
10X546,BRONX THEATRE HIGH SCHOOL,9/17/2021,76.72
10X549,DISCOVERY HIGH SCHOOL,9/17/2021,63.04
10X565,HIGH SCHOOL FOR ENERGY AND TECHNOLOGY,9/17/2021,71.52
10X696,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,9/17/2021,96.82
11X016,P.S. 016 WAKEFIELD,9/17/2021,83.87
11X019,P.S. 019 JUDITH K. WEISS,9/17/2021,88.55
11X021,P.S. 021 PHILIP H. SHERIDAN,9/17/2021,77.06
11X041,P.S. 041 GUN HILL ROAD,9/17/2021,78.56
11X068,P.S. 068 BRONX,9/17/2021,86.44
11X076,P.S. 076 THE BENNINGTON SCHOOL,9/17/2021,81.24
11X078,P.S. 078 ANNE HUTCHINSON,9/17/2021,78.20
11X083,P.S. 083 DONALD HERTZ,9/17/2021,90.07
11X087,P.S. 087 BRONX,9/17/2021,78.87
11X089,P.S. 089 BRONX,9/17/2021,82.35
11X096,P.S. 096 RICHARD RODGERS,9/17/2021,87.74
11X097,P.S. 097 BRONX,9/17/2021,88.14
11X103,P.S. 103 HECTOR FONTANEZ,9/17/2021,76.55
11X105,P.S. 105 SEN ABRAHAM BERNSTEIN,9/17/2021,80.96
11X106,P.S. 106 PARKCHESTER,9/17/2021,83.94
11X108,P.S. 108 PHILIP J. ABINANTI,9/17/2021,85.30
11X111,P.S. 111 SETON FALLS,9/17/2021,80.28
11X112,P.S. 112 BRONXWOOD,9/17/2021,84.26
11X121,P.S. 121 THROOP,9/17/2021,79.45
11X127,J.H.S. 127 THE CASTLE HILL,9/17/2021,85.78
11X144,J.H.S. 144 MICHELANGELO,9/17/2021,77.43
11X153,P.S. 153 HELEN KELLER,9/17/2021,87.11
11X160,P.S. 160 WALT DISNEY,9/17/2021,86.36
11X169,BAYCHESTER ACADEMY,9/17/2021,83.37
11X175,P.S. 175 CITY ISLAND,9/17/2021,94.30
11X178,P.S. 178   DR. SELMAN WAKSMAN,9/17/2021,81.51
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,9/17/2021,80.79
11X181,I.S. 181 PABLO CASALS,9/17/2021,84.96
11X189,CORNERSTONE ACADEMY FOR SOCIAL ACTION,9/17/2021,77.09
11X194,P.S. M.S. 194,9/17/2021,86.25
11X249,BRONX HEALTH SCIENCES HIGH SCHOOL,9/17/2021,85.86
11X253,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION AR,9/17/2021,65.61
11X265,BRONX LAB SCHOOL,9/17/2021,35.25
11X270,ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP: A CO,9/17/2021,66.34
11X275,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,9/17/2021,72.21
11X287,NORTH BRONX SCHOOL OF EMPOWERMENT,9/17/2021,74.80
11X288,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,9/17/2021,77.47
11X290,BRONX ACADEMY OF HEALTH CAREERS,9/17/2021,70.73
11X299,ASTOR COLLEGIATE ACADEMY,9/17/2021,80.43
11X326,BRONX GREEN MIDDLE SCHOOL,9/17/2021,77.97
11X355,BRONX ALLIANCE MIDDLE SCHOOL,9/17/2021,70.84
11X357,YOUNG VOICES ACADEMY OF THE BRONX,9/17/2021,80.58
11X370,LEADERS OF TOMORROW,9/17/2021,75.36
11X418,BRONX HIGH SCHOOL FOR THE VISUAL ARTS,9/17/2021,77.77
11X455,HARRY S TRUMAN HIGH SCHOOL,9/17/2021,67.59
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOO,9/17/2021,86.66
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEME,9/17/2021,80.46
11X481,THE STEAM BRIDGE SCHOOL,9/17/2021,84.91
11X483,THE MATILDA AVENUE SCHOOL,9/17/2021,88.97
11X498,P.S. M.S. 11X498   VAN NEST ACADEMY,9/17/2021,NS
11X508,BRONXDALE HIGH SCHOOL,9/17/2021,NS
11X509,HIGH SCHOOL OF LANGUAGE AND INNOVATION,9/17/2021,79.68
11X513,NEW WORLD HIGH SCHOOL,9/17/2021,79.23
11X514,THE BRONXWOOD PREPARATORY ACADEMY,9/17/2021,68.61
11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD,9/17/2021,84.09
11X532,BAYCHESTER MIDDLE SCHOOL,9/17/2021,81.55
11X542,PELHAM PREPARATORY ACADEMY,9/17/2021,72.10
11X544,HIGH SCHOOL FOR CONTEMPORARY ARTS,9/17/2021,54.89
11X545,BRONX AEROSPACE HIGH SCHOOL,9/17/2021,69.67
11X556,BRONX PARK MIDDLE SCHOOL,9/17/2021,71.92
11X566,PELHAM GARDENS MIDDLE SCHOOL,9/17/2021,NS
11X567,LINDEN TREE ELEMENTARY SCHOOL,9/17/2021,91.66
12X006,P.S. 006 WEST FARMS,9/17/2021,81.00
12X044,P.S. 044 DAVID C. FARRAGUT,9/17/2021,80.53
12X047,P.S. 047 JOHN RANDOLPH,9/17/2021,84.22
12X057,P.S. 057 CRESCENT,9/17/2021,80.93
12X061,P.S. 061 FRANCISCO OLLER,9/17/2021,81.20
12X066,P.S. 066 SCHOOL OF HIGHER EXPECTATIONS,9/17/2021,82.48
12X067,P.S. 067 MOHEGAN SCHOOL,9/17/2021,78.78
12X098,J.H.S. 098 HERMAN RIDDER,9/17/2021,81.57
12X129,M.S. 129 ACADEMY FOR INDEPENDENT LEARNING AND LEAD,9/17/2021,78.11
12X134,P.S. 134 GEORGE F. BRISTOW,9/17/2021,79.62
12X150,P.S. 150 CHARLES JAMES FOX,9/17/2021,79.96
12X190,E.S.M.T  I.S. 190,9/17/2021,80.24
12X195,P.S. 195,9/17/2021,82.72
12X196,P.S. 196,9/17/2021,85.12
12X211,P.S. 211,9/17/2021,86.03
12X214,P.S. 214,9/17/2021,84.12
12X217,SCHOOL OF PERFORMING ARTS,9/17/2021,78.30
12X242,MOTT HALL V,9/17/2021,88.04
12X248,"METROPOLITAN HIGH SCHOOL, THE",9/17/2021,63.88
12X251,EXPLORATIONS ACADEMY H.S.,9/17/2021,71.72
12X267,BRONX LATIN,9/17/2021,87.93
12X271,EAST BRONX ACADEMY FOR THE FUTURE,9/17/2021,76.50
12X273,FREDERICK DOUGLASS ACADEMY V. MIDDLE SCHOOL,9/17/2021,79.91
12X286,FANNIE LOU HAMER MIDDLE SCHOOL,9/17/2021,83.75
12X300,THE SCHOOL OF SCIENCE AND APPLIED LEARNING,9/17/2021,79.61
12X314,FAIRMONT NEIGHBORHOOD SCHOOL,9/17/2021,76.61
12X316,KAPPA III,9/17/2021,85.62
12X318,"I.S. X318 MATH, SCIENCE   TECHNOLOGY THROUGH ARTS",9/17/2021,75.15
12X341,ACCION ACADEMY,9/17/2021,76.14
12X383,EMOLIOR ACADEMY,9/17/2021,86.84
12X388,PAN AMERICAN INTERNATIONAL HIGH SCHOOL AT MONROE,9/17/2021,76.58
12X446,ARTURO A. SCHOMBURG SATELLITE ACADEMY BRONX,9/17/2021,48.50
12X458,SAMARA COMMUNITY SCHOOL,9/17/2021,87.74
12X463,URBAN SCHOLARS COMMUNITY SCHOOL,9/17/2021,81.66
12X478,THE CINEMA SCHOOL,9/17/2021,87.05
12X479,BRONX CAREER AND COLLEGE PREPARATORY HIGH SCHOOL,9/17/2021,56.91
12X480,BRONX REGIONAL HIGH SCHOOL,9/17/2021,37.17
12X511,BRONX ENVISION ACADEMY,9/17/2021,62.10
12X521,THE METROPOLITAN SOUNDVIEW HIGH SCHOOL,9/17/2021,68.00
12X531,ARCHER ELEMENTARY SCHOOL,9/17/2021,81.64
12X536,P.S. 536,9/17/2021,84.59
12X550,HIGH SCHOOL OF WORLD CULTURES,9/17/2021,72.02
12X595,P.S. 595,9/17/2021,84.64
12X626,DISTRICT 12 PRE K CENTER,9/17/2021,96.07
12X682,FANNIE LOU HAMER FREEDOM HIGH SCHOOL,9/17/2021,76.48
12X684,WINGS ACADEMY,9/17/2021,70.45
12X691,BRONX LITTLE SCHOOL,9/17/2021,84.16
13K003,P.S. 003 THE BEDFORD VILLAGE,9/17/2021,79.44
13K008,THE EMILY WARREN ROEBLING SCHOOL,9/17/2021,82.88
13K009,PUBLIC SCHOOL 9 THE SARAH SMITH GARNET SCHOOL,9/17/2021,82.65
13K011,P.S. 011 PURVIS J. BEHAN,9/17/2021,NS
13K020,P.S. 020 CLINTON HILL,9/17/2021,92.23
13K044,P.S. 044 MARCUS GARVEY,9/17/2021,82.30
13K046,P.S. 046 EDWARD C. BLUM,9/17/2021,NS
13K054,P.S. 054 SAMUEL C. BARNES,9/17/2021,74.41
13K056,P.S. 056 LEWIS H. LATIMER,9/17/2021,85.65
13K067,P.S. 067 CHARLES A. DORSEY,9/17/2021,86.00
13K093,P.S. 093 WILLIAM H. PRESCOTT,9/17/2021,77.38
13K113,M.S. 113 RONALD EDMONDS LEARNING CENTER,9/17/2021,85.86
13K133,P.S. 133 WILLIAM A. BUTLER,9/17/2021,87.78
13K256,P.S. 256 BENJAMIN BANNEKER,9/17/2021,81.90
13K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,9/17/2021,NS
13K266,M.S. K266   PARK PLACE COMMUNITY MIDDLE SCHOOL,9/17/2021,81.66
13K270,P.S. 270 JOHANN DEKALB,9/17/2021,81.81
13K282,P.S. 282 PARK SLOPE,9/17/2021,91.52
13K287,P.S. 287 BAILEY K. ASHFORD,9/17/2021,91.05
13K301,RESTORATION ACADEMY,9/17/2021,70.58
13K307,P.S. 307 DANIEL HALE WILLIAMS,9/17/2021,82.76
13K313,DOCK STREET SCHOOL FOR STEAM STUDIES,9/17/2021,81.16
13K350,URBAN ASSEMBLY SCHOOL OF MUSIC AND ART,9/17/2021,79.42
13K351,THE URBAN ASSEMBLY UNISON SCHOOL,9/17/2021,84.95
13K412,BROOKLYN COMMUNITY ARTS   MEDIA HIGH SCHOOL  BCAM,9/17/2021,74.04
13K419,"SCIENCE SKILLS CENTER HIGH SCHOOL FOR SCIENCE, TEC",9/17/2021,86.18
13K430,BROOKLYN TECHNICAL HIGH SCHOOL,9/17/2021,95.88
13K439,BROOKLYN INTERNATIONAL HIGH SCHOOL,9/17/2021,81.07
13K483,THE URBAN ASSEMBLY SCHOOL FOR LAW AND JUSTICE,9/17/2021,72.09
13K492,ACADEMY OF ARTS AND LETTERS,9/17/2021,86.07
13K527,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR Y,9/17/2021,84.07
13K553,BROOKLYN ACADEMY HIGH SCHOOL,9/17/2021,33.33
13K594,GOTHAM PROFESSIONAL ARTS ACADEMY,9/17/2021,80.00
13K595,BEDFORD ACADEMY HIGH SCHOOL,9/17/2021,NS
13K605,GEORGE WESTINGHOUSE CAREER AND TECHNICAL EDUCATION,9/17/2021,79.37
13K616,BROOKLYN HIGH SCHOOL FOR LEADERSHIP AND COMMUNITY,9/17/2021,25.66
13K670,BENJAMIN BANNEKER ACADEMY,9/17/2021,82.87
13K674,"CITY POLYTECHNIC HIGH SCHOOL OF ENGINEERING, ARCHI",9/17/2021,85.53
13K691,FORT GREENE PREPARATORY ACADEMY,9/17/2021,80.21
13K869,DISTRICT 13 PRE K CENTER,9/17/2021,89.09
13K915,BRIDGES: A SCHOOL FOR EXPLORATION AND EQUITY,9/17/2021,87.37
14K016,P.S. 016 LEONARD DUNKLY,9/17/2021,83.58
14K017,P.S. 017 HENRY D. WOODWORTH,9/17/2021,80.50
14K018,P.S. 018 EDWARD BUSH,9/17/2021,82.84
14K023,P.S. 023 CARTER G. WOODSON,9/17/2021,75.87
14K031,P.S. 031 SAMUEL F. DUPONT,9/17/2021,93.20
14K034,P.S. 034 OLIVER H. PERRY,9/17/2021,94.40
14K050,J.H.S. 050 JOHN D. WELLS,9/17/2021,81.37
14K059,P.S. 059 WILLIAM FLOYD,9/17/2021,83.10
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,9/17/2021,78.48
14K084,P.S. 084 JOSE DE DIEGO,9/17/2021,81.45
14K110,P.S. 110 THE MONITOR,9/17/2021,88.71
14K120,P.S. 120 CARLOS TAPIA,9/17/2021,90.59
14K126,JOHN ERICSSON MIDDLE SCHOOL 126,9/17/2021,86.01
14K132,P.S. 132 THE CONSELYEA SCHOOL,9/17/2021,84.17
14K147,P.S. 147 ISAAC REMSEN,9/17/2021,86.08
14K157,P.S. I.S. 157 THE BENJAMIN FRANKLIN HEALTH   SCIEN,9/17/2021,78.70
14K196,P.S. 196 TEN EYCK,9/17/2021,83.38
14K250,P.S. 250 GEORGE H. LINDSAY,9/17/2021,82.59
14K257,P.S. 257 JOHN F. HYLAN,9/17/2021,84.78
14K297,P.S. 297 ABRAHAM STOCKTON,9/17/2021,84.83
14K318,I.S. 318 EUGENIO MARIA DE HOSTOS,9/17/2021,89.63
14K319,P.S. 319,9/17/2021,91.89
14K380,P.S. 380 JOHN WAYNE ELEMENTARY,9/17/2021,81.95
14K414,BROOKLYN ARBOR ELEMENTARY SCHOOL,9/17/2021,87.54
14K449,"BROOKLYN LATIN SCHOOL, THE",9/17/2021,89.39
14K454,THE WILLIAMSBURG HIGH SCHOOL OF ART AND TECHNOLOGY,9/17/2021,82.00
14K474,PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,9/17/2021,65.28
14K477,EAST WILLIAMSBURG SCHOLARS ACADEMY,9/17/2021,72.41
14K478,"THE HIGH SCHOOL FOR ENTERPRISE, BUSINESS AND TECHN",9/17/2021,64.66
14K488,BROOKLYN PREPARATORY HIGH SCHOOL,9/17/2021,59.46
14K558,WILLIAMSBURG HIGH SCHOOL FOR ARCHITECTURE AND DESI,9/17/2021,87.15
14K561,WILLIAMSBURG PREPARATORY SCHOOL,9/17/2021,82.71
14K577,CONSELYEA PREPARATORY SCHOOL,9/17/2021,93.06
14K582,M.S. 582,9/17/2021,87.67
14K586,LYONS COMMUNITY SCHOOL,9/17/2021,75.97
14K610,A TECH HIGH SCHOOL,9/17/2021,73.36
14K614,YOUNG WOMEN S LEADERSHIP SCHOOL OF BROOKLYN,9/17/2021,84.01
14K685,EL PUENTE ACADEMY FOR PEACE AND JUSTICE,9/17/2021,NS
15K001,P.S. 001 THE BERGEN,9/17/2021,88.29
15K010,"MAGNET SCHOOL OF MATH, SCIENCE AND DESIGN TECHNOLO",9/17/2021,90.66
15K015,P.S. 015 PATRICK F. DALY,9/17/2021,77.21
15K024,P.S. 024,9/17/2021,88.57
15K029,P.S. 029 JOHN M. HARRIGAN,9/17/2021,96.18
